datetime,symbol,exchange,open,high,low,close,volume,turnover,open_interest
2020-01-09 11:00:00,MHImain,HKFE,28436.0,28633.0,28411.0,28624.0,26247.0,748668979.0,0.0
2020-01-09 17:15:00,MHImain,HKFE,28625.0,28628.0,28516.0,28540.0,6303.0,180028930.0,0.0
2020-01-09 21:15:00,MHImain,HKFE,28539.0,28610.0,28511.0,28578.0,7011.0,200184716.0,0.0
2020-01-10 01:15:00,MHImain,HKFE,28578.0,28725.0,28532.0,28620.0,30374.0,868969892.0,0.0
2020-01-10 11:00:00,MHImain,HKFE,28619.0,28707.0,28589.0,28662.0,21857.0,626362085.0,0.0
2020-01-10 17:15:00,MHImain,HKFE,28662.0,28734.0,28646.0,28698.0,3322.0,95352660.0,0.0
2020-01-10 21:15:00,MHImain,HKFE,28700.0,28758.0,28652.0,28682.0,9051.0,259844829.0,0.0
2020-01-11 01:15:00,MHImain,HKFE,28684.0,28777.0,28673.0,28766.0,1435.0,41232096.0,0.0
2020-01-13 01:15:00,MHImain,HKFE,28711.0,28984.0,28711.0,28973.0,38587.0,1112112286.0,0.0
2020-01-13 11:00:00,MHImain,HKFE,28974.0,29039.0,28901.0,28959.0,24355.0,705576048.0,0.0
2020-01-13 17:15:00,MHImain,HKFE,28960.0,28981.0,28906.0,28941.0,3420.0,98988915.0,0.0
2020-01-13 21:15:00,MHImain,HKFE,28943.0,29091.0,28887.0,29089.0,8243.0,238803012.0,0.0
2020-01-14 01:15:00,MHImain,HKFE,29088.0,29227.0,28963.0,29028.0,31732.0,923047403.0,0.0
2020-01-14 11:00:00,MHImain,HKFE,29030.0,29040.0,28797.0,28800.0,29211.0,845151103.0,0.0
2020-01-14 17:15:00,MHImain,HKFE,28805.0,28952.0,28795.0,28904.0,6535.0,188889500.0,0.0
2020-01-14 21:15:00,MHImain,HKFE,28902.0,28992.0,28900.0,28989.0,7588.0,219660491.0,0.0
2020-01-15 01:15:00,MHImain,HKFE,28989.0,29030.0,28683.0,28754.0,40401.0,1165541862.0,0.0
2020-01-15 11:00:00,MHImain,HKFE,28754.0,28837.0,28660.0,28755.0,25525.0,733761643.0,0.0
2020-01-15 17:15:00,MHImain,HKFE,28746.0,28823.0,28735.0,28801.0,3174.0,91391469.0,0.0
2020-01-15 21:15:00,MHImain,HKFE,28799.0,28866.0,28781.0,28860.0,7536.0,217248806.0,0.0
2020-01-16 01:15:00,MHImain,HKFE,28860.0,29041.0,28738.0,28903.0,39896.0,1152906170.0,0.0
2020-01-16 11:00:00,MHImain,HKFE,28903.0,28909.0,28758.0,28893.0,25118.0,724021091.0,0.0
2020-01-16 17:15:00,MHImain,HKFE,28899.0,28926.0,28862.0,28921.0,3690.0,106637181.0,0.0
2020-01-16 21:15:00,MHImain,HKFE,28920.0,28998.0,28905.0,28966.0,6221.0,180144261.0,0.0
2020-01-17 01:15:00,MHImain,HKFE,28965.0,29162.0,28807.0,28920.0,44753.0,1296260350.0,0.0
2020-01-17 11:00:00,MHImain,HKFE,28920.0,29078.0,28850.0,29066.0,24751.0,716213173.0,0.0
2020-01-17 17:15:00,MHImain,HKFE,29080.0,29134.0,29056.0,29094.0,3848.0,111956539.0,0.0
2020-01-17 21:15:00,MHImain,HKFE,29093.0,29121.0,29012.0,29065.0,6297.0,183037121.0,0.0
2020-01-18 01:15:00,MHImain,HKFE,29064.0,29095.0,29050.0,29089.0,950.0,27622012.0,0.0
2020-01-20 01:15:00,MHImain,HKFE,29150.0,29210.0,28938.0,28953.0,35636.0,1035935624.0,0.0
2020-01-20 11:00:00,MHImain,HKFE,28954.0,29026.0,28685.0,28694.0,32913.0,950659628.0,0.0
2020-01-20 17:15:00,MHImain,HKFE,28683.0,28753.0,28663.0,28736.0,3601.0,103421917.0,0.0
2020-01-20 21:15:00,MHImain,HKFE,28737.0,28746.0,28666.0,28680.0,3290.0,94437093.0,0.0
2020-01-21 01:15:00,MHImain,HKFE,28680.0,28688.0,28215.0,28266.0,48559.0,1376388587.0,0.0
2020-01-21 11:00:00,MHImain,HKFE,28264.0,28326.0,27842.0,27909.0,51984.0,1459678697.0,0.0
2020-01-21 17:15:00,MHImain,HKFE,27919.0,27998.0,27912.0,27945.0,6184.0,172850207.0,0.0
2020-01-21 21:15:00,MHImain,HKFE,27949.0,28122.0,27945.0,28082.0,11488.0,322301266.0,0.0
2020-01-22 01:15:00,MHImain,HKFE,28083.0,28254.0,27939.0,28249.0,45520.0,1279169756.0,0.0
2020-01-22 11:00:00,MHImain,HKFE,28250.0,28377.0,28126.0,28318.0,37184.0,1051405984.0,0.0
2020-01-22 17:15:00,MHImain,HKFE,28308.0,28333.0,28192.0,28259.0,5551.0,156798988.0,0.0
2020-01-22 21:15:00,MHImain,HKFE,28260.0,28279.0,28081.0,28081.0,10364.0,292038035.0,0.0
2020-01-23 01:15:00,MHImain,HKFE,28083.0,28166.0,27910.0,27994.0,43402.0,1217012394.0,0.0
2020-01-23 11:00:00,MHImain,HKFE,27993.0,28037.0,27703.0,27815.0,52240.0,1453138216.0,0.0
2020-01-23 17:15:00,MHImain,HKFE,27813.0,27862.0,27780.0,27789.0,4430.0,123278171.0,0.0
2020-01-23 21:15:00,MHImain,HKFE,27789.0,27823.0,27555.0,27626.0,17137.0,474030383.0,0.0
2020-01-24 01:15:00,MHImain,HKFE,27628.0,27941.0,27593.0,27892.0,26758.0,744477417.0,0.0
2020-01-24 11:00:00,MHImain,HKFE,27893.0,27965.0,27866.0,27914.0,6622.0,184862184.0,0.0
2020-01-24 17:15:00,MHImain,HKFE,27925.0,27925.0,27925.0,27925.0,0.0,0.0,0.0
2020-01-24 21:15:00,MHImain,HKFE,27925.0,27925.0,27925.0,27925.0,0.0,0.0,0.0
2020-01-29 01:15:00,MHImain,HKFE,27010.0,27317.0,27000.0,27219.0,28913.0,786370449.0,0.0
2020-01-29 11:00:00,MHImain,HKFE,27219.0,27339.0,27103.0,27123.0,23397.0,636604877.0,0.0
