symbol,exchange,datetime,open,high,low,close,volume,turnover,open_interest
MHImain,HKFE,2017-11-13 21:16:00,29139.0,29185.0,29137.0,29176.0,526.0,15341941.0,0.0
MHImain,HKFE,2017-11-14 01:16:00,29176.0,29275.0,29134.0,29141.0,19843.0,579341408.0,0.0
MHImain,HKFE,2017-11-14 11:31:00,29140.0,29199.0,29136.0,29176.0,11383.0,332023065.0,0.0
MHImain,HKFE,2017-11-14 17:15:00,29177.0,29177.0,29146.0,29155.0,1317.0,38403301.0,0.0
MHImain,HKFE,2017-11-14 21:16:00,29155.0,29166.0,29102.0,29114.0,4102.0,119493410.0,0.0
MHImain,HKFE,2017-11-15 01:16:00,29114.0,29114.0,28918.0,28971.0,23420.0,679273584.0,0.0
MHImain,HKFE,2017-11-15 11:31:00,28972.0,28986.0,28867.0,28890.0,17924.0,518431823.0,0.0
MHImain,HKFE,2017-11-15 17:15:00,28894.0,28951.0,28885.0,28926.0,3687.0,106615201.0,0.0
MHImain,HKFE,2017-11-15 21:16:00,28928.0,29000.0,28862.0,28999.0,5961.0,172411746.0,0.0
MHImain,HKFE,2017-11-16 01:16:00,28999.0,29030.0,28889.0,28999.0,18533.0,536712022.0,0.0
MHImain,HKFE,2017-11-16 11:31:00,28999.0,29094.0,28956.0,29056.0,14125.0,409866554.0,0.0
MHImain,HKFE,2017-11-16 17:15:00,29072.0,29135.0,29059.0,29117.0,2772.0,80683313.0,0.0
MHImain,HKFE,2017-11-16 21:16:00,29118.0,29229.0,29112.0,29229.0,4742.0,138370905.0,0.0
MHImain,HKFE,2017-11-17 01:16:00,29229.0,29310.0,29141.0,29232.0,23218.0,678612416.0,0.0
MHImain,HKFE,2017-11-17 11:31:00,29231.0,29243.0,29146.0,29192.0,14124.0,412417209.0,0.0
MHImain,HKFE,2017-11-17 17:15:00,29192.0,29192.0,29118.0,29147.0,2953.0,86055998.0,0.0
MHImain,HKFE,2017-11-17 21:16:00,29147.0,29166.0,29125.0,29153.0,3012.0,87784046.0,0.0
MHImain,HKFE,2017-11-18 01:16:00,29153.0,29153.0,29153.0,29153.0,0.0,0.0,0.0
MHImain,HKFE,2017-11-20 01:16:00,29154.0,29238.0,29062.0,29118.0,20454.0,596172883.0,0.0
MHImain,HKFE,2017-11-20 11:31:00,29118.0,29220.0,29104.0,29194.0,13863.0,404456485.0,0.0
MHImain,HKFE,2017-11-20 17:15:00,29210.0,29230.0,29201.0,29217.0,1455.0,42510575.0,0.0
MHImain,HKFE,2017-11-20 21:16:00,29218.0,29343.0,29217.0,29339.0,3623.0,106032850.0,0.0
MHImain,HKFE,2017-11-21 01:16:00,29339.0,29543.0,29284.0,29535.0,26701.0,785978672.0,0.0
