symbol,exchange,datetime,open,high,low,close,volume,turnover,open_interest
MHImain,HKFE,2019-11-11 00:00:00,27645.0,27721.0,26808.0,27002.0,92388.0,2503046889.0,0.0
MHImain,HKFE,2019-11-12 00:00:00,27005.0,27208.0,26776.0,26982.0,91595.0,2470788295.0,0.0
MHImain,HKFE,2019-11-13 00:00:00,26982.0,27006.0,26445.0,26494.0,90134.0,2398013773.0,0.0
MHImain,HKFE,2019-11-14 00:00:00,26487.0,26624.0,26178.0,26321.0,107825.0,2845321609.0,0.0
MHImain,HKFE,2019-11-15 00:00:00,26320.0,26617.0,26273.0,26283.0,76254.0,2008250226.0,0.0
MHImain,HKFE,2019-11-18 00:00:00,26284.0,26704.0,26225.0,26680.0,85380.0,2265300167.0,0.0
MHImain,HKFE,2019-11-19 00:00:00,26679.0,27106.0,26501.0,27072.0,91995.0,2469153888.0,0.0
MHImain,HKFE,2019-11-20 00:00:00,27080.0,27123.0,26777.0,26813.0,78813.0,2120102519.0,0.0
MHImain,HKFE,2019-11-21 00:00:00,26802.0,26867.0,26267.0,26439.0,89019.0,2357999440.0,0.0
MHImain,HKFE,2019-11-22 00:00:00,26438.0,26675.0,26438.0,26622.0,71919.0,1910065662.0,0.0
MHImain,HKFE,2019-11-25 00:00:00,26620.0,27140.0,26553.0,27030.0,74736.0,2013443417.0,0.0
MHImain,HKFE,2019-11-26 00:00:00,27002.0,27267.0,26923.0,26974.0,84539.0,2287294310.0,0.0
MHImain,HKFE,2019-11-27 00:00:00,26945.0,27019.0,26876.0,26954.0,49654.0,1338217499.0,0.0
MHImain,HKFE,2019-11-28 00:00:00,27028.0,27088.0,26791.0,26880.0,55036.0,1482998051.0,0.0
MHImain,HKFE,2019-11-29 00:00:00,26883.0,26917.0,26324.0,26344.0,78420.0,2077928476.0,0.0
MHImain,HKFE,2019-12-02 00:00:00,26374.0,26575.0,26338.0,26490.0,58525.0,1549121687.0,0.0
MHImain,HKFE,2019-12-03 00:00:00,26492.0,26500.0,26063.0,26385.0,84344.0,2220093422.0,0.0
MHImain,HKFE,2019-12-04 00:00:00,26412.0,26413.0,25949.0,26080.0,89340.0,2332397965.0,0.0
MHImain,HKFE,2019-12-05 00:00:00,26085.0,26326.0,26085.0,26241.0,68847.0,1805391122.0,0.0
MHImain,HKFE,2019-12-06 00:00:00,26246.0,26555.0,26195.0,26520.0,67472.0,1782494050.0,0.0
MHImain,HKFE,2019-12-09 00:00:00,26523.0,26664.0,26426.0,26512.0,66920.0,1775903397.0,0.0
MHImain,HKFE,2019-12-10 00:00:00,26510.0,26573.0,26292.0,26423.0,55375.0,1465773920.0,0.0
MHImain,HKFE,2019-12-11 00:00:00,26409.0,26689.0,26257.0,26653.0,72708.0,1926563417.0,0.0
MHImain,HKFE,2019-12-12 00:00:00,26641.0,27095.0,26590.0,27007.0,62643.0,1688499945.0,0.0
MHImain,HKFE,2019-12-13 00:00:00,27008.0,27745.0,26916.0,27706.0,91859.0,2521426639.0,0.0
MHImain,HKFE,2019-12-16 00:00:00,27705.0,27889.0,27447.0,27585.0,107574.0,2973327303.0,0.0
MHImain,HKFE,2019-12-17 00:00:00,27575.0,27922.0,27562.0,27823.0,83908.0,2327959187.0,0.0
MHImain,HKFE,2019-12-18 00:00:00,27819.0,28031.0,27766.0,27913.0,77399.0,2158031858.0,0.0
MHImain,HKFE,2019-12-19 00:00:00,27912.0,27975.0,27692.0,27809.0,61475.0,1710859653.0,0.0
MHImain,HKFE,2019-12-20 00:00:00,27805.0,28014.0,27752.0,27935.0,71844.0,2003009809.0,0.0
MHImain,HKFE,2019-12-23 00:00:00,27935.0,28084.0,27846.0,27860.0,60064.0,1677778402.0,0.0
MHImain,HKFE,2019-12-24 00:00:00,27862.0,27921.0,27798.0,27868.0,34037.0,948248318.0,0.0
MHImain,HKFE,2019-12-27 00:00:00,28020.0,28258.0,28000.0,28220.0,38061.0,1072517007.0,0.0
MHImain,HKFE,2019-12-30 00:00:00,28325.0,28535.0,28270.0,28420.0,49829.0,1415497972.0,0.0
MHImain,HKFE,2019-12-31 00:00:00,28415.0,28465.0,28198.0,28276.0,41380.0,1171879302.0,0.0
MHImain,HKFE,2020-01-02 00:00:00,28360.0,28629.0,28210.0,28600.0,58082.0,1654980165.0,0.0
MHImain,HKFE,2020-01-03 00:00:00,28612.0,28946.0,28426.0,28435.0,85654.0,2454905806.0,0.0
MHImain,HKFE,2020-01-06 00:00:00,28430.0,28534.0,28075.0,28194.0,91398.0,2587840163.0,0.0
MHImain,HKFE,2020-01-07 00:00:00,28190.0,28530.0,28106.0,28378.0,77554.0,2201013556.0,0.0
MHImain,HKFE,2020-01-08 00:00:00,28355.0,28394.0,27860.0,28056.0,94997.0,2669210306.0,0.0
MHImain,HKFE,2020-01-09 00:00:00,28068.0,28633.0,28068.0,28624.0,80477.0,2286476489.0,0.0
MHImain,HKFE,2020-01-10 00:00:00,28625.0,28725.0,28511.0,28662.0,65545.0,1875545623.0,0.0
MHImain,HKFE,2020-01-13 00:00:00,28662.0,29039.0,28646.0,28959.0,76750.0,2214117919.0,0.0
MHImain,HKFE,2020-01-14 00:00:00,28960.0,29227.0,28797.0,28800.0,72606.0,2105990433.0,0.0
MHImain,HKFE,2020-01-15 00:00:00,28805.0,29030.0,28660.0,28755.0,80050.0,2307882424.0,0.0
MHImain,HKFE,2020-01-16 00:00:00,28746.0,29041.0,28735.0,28893.0,75724.0,2185567536.0,0.0
MHImain,HKFE,2020-01-17 00:00:00,28899.0,29162.0,28807.0,29066.0,79415.0,2299254965.0,0.0
MHImain,HKFE,2020-01-20 00:00:00,29080.0,29210.0,28685.0,28694.0,79644.0,2309210924.0,0.0
MHImain,HKFE,2020-01-21 00:00:00,28683.0,28753.0,27842.0,27909.0,107434.0,3033926294.0,0.0
MHImain,HKFE,2020-01-22 00:00:00,27919.0,28377.0,27912.0,28318.0,100376.0,2825727213.0,0.0
MHImain,HKFE,2020-01-23 00:00:00,28308.0,28333.0,27703.0,27815.0,111557.0,3118987633.0,0.0
MHImain,HKFE,2020-01-24 00:00:00,27813.0,27965.0,27555.0,27925.0,55819.0,1550986478.0,0.0
MHImain,HKFE,2020-01-29 00:00:00,27010.0,27339.0,27000.0,27123.0,52310.0,1422975326.0,0.0
MHImain,HKFE,2020-01-30 00:00:00,27063.0,27109.0,26260.0,26355.0,94916.0,2531724233.0,0.0
MHImain,HKFE,2020-01-31 00:00:00,26380.0,26760.0,26230.0,26233.0,110081.0,2911650572.0,0.0
MHImain,HKFE,2020-02-03 00:00:00,26230.0,26460.0,25880.0,26202.0,134188.0,3518106955.0,0.0
MHImain,HKFE,2020-02-04 00:00:00,26248.0,26776.0,26206.0,26771.0,115658.0,3063464466.0,0.0
MHImain,HKFE,2020-02-05 00:00:00,26775.0,26937.0,26526.0,26734.0,119222.0,3184492281.0,0.0
MHImain,HKFE,2020-02-06 00:00:00,26742.0,27568.0,26742.0,27384.0,146212.0,3973341959.0,0.0
MHImain,HKFE,2020-02-07 00:00:00,27395.0,27413.0,27128.0,27272.0,103090.0,2808662041.0,0.0
MHImain,HKFE,2020-02-10 00:00:00,27270.0,27288.0,26904.0,27095.0,104899.0,2843448911.0,0.0
MHImain,HKFE,2020-02-11 00:00:00,27100.0,27621.0,27042.0,27565.0,85417.0,2342496419.0,0.0
MHImain,HKFE,2020-02-12 00:00:00,27520.0,27820.0,27497.0,27770.0,87271.0,2414393409.0,0.0
MHImain,HKFE,2020-02-13 00:00:00,27782.0,27899.0,27590.0,27666.0,83373.0,2311538689.0,0.0
MHImain,HKFE,2020-02-14 00:00:00,27660.0,27909.0,27490.0,27747.0,85039.0,2357468621.0,0.0
MHImain,HKFE,2020-02-17 00:00:00,27771.0,28011.0,27578.0,27852.0,73829.0,2056630269.0,0.0
MHImain,HKFE,2020-02-18 00:00:00,27838.0,27898.0,27424.0,27426.0,79104.0,2181390993.0,0.0
MHImain,HKFE,2020-02-19 00:00:00,27423.0,27646.0,27340.0,27569.0,78408.0,2158055450.0,0.0
MHImain,HKFE,2020-02-20 00:00:00,27577.0,27748.0,27261.0,27425.0,98289.0,2700645246.0,0.0
MHImain,HKFE,2020-02-21 00:00:00,27454.0,27465.0,27154.0,27209.0,96059.0,2620683035.0,0.0
MHImain,HKFE,2020-02-24 00:00:00,27213.0,27334.0,26664.0,26667.0,118481.0,3187503989.0,0.0
MHImain,HKFE,2020-02-25 00:00:00,26663.0,26826.0,26310.0,26764.0,115961.0,3088591729.0,0.0
MHImain,HKFE,2020-02-26 00:00:00,26750.0,26750.0,26297.0,26585.0,107671.0,2858612988.0,0.0
MHImain,HKFE,2020-02-27 00:00:00,26563.0,26845.0,26226.0,26678.0,112139.0,2976200658.0,0.0
MHImain,HKFE,2020-02-28 00:00:00,26687.0,26834.0,25923.0,26178.0,195996.0,5141280799.0,0.0
MHImain,HKFE,2020-03-02 00:00:00,26196.0,26358.0,25581.0,26278.0,173327.0,4521912212.0,0.0
MHImain,HKFE,2020-03-03 00:00:00,26271.0,26530.0,25828.0,26308.0,146537.0,3845645137.0,0.0
MHImain,HKFE,2020-03-04 00:00:00,26331.0,26613.0,25971.0,26150.0,143778.0,3773166958.0,0.0
MHImain,HKFE,2020-03-05 00:00:00,26163.0,26768.0,26163.0,26699.0,129434.0,3422859510.0,0.0
MHImain,HKFE,2020-03-06 00:00:00,26686.0,26686.0,26006.0,26013.0,125564.0,3299691667.0,0.0
MHImain,HKFE,2020-03-09 00:00:00,26020.0,26048.0,24813.0,24845.0,186559.0,4713814960.0,0.0
